Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Lovett, Shachar",CSE 20 - Intro/Discrete Mathematics (B),FA16,190,136,91.8 %,85.8 %,6.64,B+ (3.60),B+ (3.60)
"Tiefenbruck, Janine LoBue",CSE 21 - Math/Algorithm&Systems Analys (A),FA16,181,89,89.3 %,91.7 %,7.76,B (3.16),B (3.00)
"Tiefenbruck, Janine LoBue",CSE 21 - Math/Algorithm&Systems Analys (B),FA16,190,85,85.4 %,95.1 %,7.6,B (3.16),B (3.00)
"Braun, Oliver",CSE 21 - Math/Algorithm&Systems Analys (A),S216,66,40,89.5 %,94.7 %,6.61,B+ (3.56),N/A
"Jones, Miles E",CSE 21 - Math/Algorithm&Systems Analys (B),S216,26,19,100.0 %,88.2 %,8.63,B+ (3.35),B+ (3.52)
"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (A),SP16,211,77,76.5 %,92.6 %,6.79,B+ (3.30),B- (2.95)
"Grady, Daniel Carl",CSE 20 - Intro/Discrete Mathematics (C),SP16,156,64,68.9 %,62.3 %,6.81,B+ (3.35),B- (2.90)
"Jones, Miles E",CSE 21 - Math/Algorithm&Systems Analys (B),SP16,183,75,76.1 %,83.1 %,6.53,B+ (3.38),B (3.10)
"Impagliazzo, Russell",CSE 21 - Math/Algorithm&Systems Analys (D),SP16,265,119,73.0 %,35.1 %,6.59,B+ (3.44),B (3.13)
"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (A),WI16,354,183,75.1 %,88.4 %,7.08,B (3.24),B (3.04)
"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (B),WI16,157,65,77.8 %,82.5 %,6.47,B (3.27),B (3.04)
"Tiefenbruck, Janine LoBue",CSE 21 - Math/Algorithm&Systems Analys (A),WI16,116,44,85.0 %,87.5 %,7.13,B+ (3.39),B (3.10)
"Jones, Miles E",CSE 21 - Math/Algorithm&Systems Analys (B),WI16,129,51,91.8 %,87.8 %,6.59,B+ (3.50),B (3.02)
"Tiefenbruck, Janine LoBue",CSE 21 - Math/Algorithm&Systems Analys (C),WI16,141,65,85.5 %,91.9 %,6.93,B+ (3.41),B (3.10)
"Lovett, Shachar",CSE 20 - Intro/Discrete Mathematics (A),FA15,140,73,88.7 %,81.7 %,5.5,B+ (3.62),B+ (3.48)
"Lovett, Shachar",CSE 20 - Intro/Discrete Mathematics (B),FA15,137,58,88.7 %,86.8 %,5.87,B+ (3.61),B+ (3.48)
"Jones, Miles E",CSE 20 - Intro/Discrete Mathematics (C),FA15,93,56,92.6 %,83.3 %,6,B+ (3.62),B+ (3.59)
"Tiefenbruck, Janine LoBue",CSE 21 - Math/Algorithm&Systems Analys (A),FA15,164,83,82.3 %,89.9 %,6.88,B+ (3.35),B (3.21)
"Tiefenbruck, Janine LoBue",CSE 21 - Math/Algorithm&Systems Analys (B),FA15,143,72,92.3 %,98.5 %,7.53,B+ (3.60),B (3.21)
"Minnes Kemp, Mor Mia",CSE 21 - Math/Algorithm&Systems Analys (C),FA15,173,84,86.3 %,97.5 %,7.59,B (3.25),B- (2.99)
"Rhodes, Neil Campbell",CSE 20 - Intro/Discrete Mathematics (A),S215,9,3,50.0 %,100.0 %,6.5,B (3.00),N/A
"Tiefenbruck, Janine LoBue",CSE 21 - Math/Algorithm&Systems Analys (A),S215,18,3,100.0 %,100.0 %,7.17,B+ (3.67),N/A
"Langlois, Marina",CSE 20 - Intro/Discrete Mathematics (A),SP15,171,94,88.9 %,74.4 %,7.22,B+ (3.33),B+ (3.45)
"Kim, Yeon Kyung",CSE 20 - Intro/Discrete Mathematics (B),SP15,180,78,84.6 %,64.1 %,5.4,B+ (3.54),B (3.04)
"Tiefenbruck, Janine LoBue",CSE 21 - Math/Algorithm&Systems Analys (A),SP15,187,159,91.7 %,95.5 %,7.44,B+ (3.44),B (3.29)
"Impagliazzo, Russell",CSE 21 - Math/Algorithm&Systems Analys (B),SP15,180,149,87.2 %,66.9 %,6.99,B+ (3.36),B (3.19)
"Lovett, Shachar",CSE 20 - Intro/Discrete Mathematics (A),WI15,200,93,80.0 %,52.2 %,5.87,B+ (3.34),B+ (3.34)
"Tiefenbruck, Janine LoBue",CSE 21 - Math/Algorithm&Systems Analys (A),WI15,138,107,77.1 %,80.0 %,6.93,B (3.14),B (3.04)
"Impagliazzo, Russell",CSE 21 - Math/Algorithm&Systems Analys (B),WI15,192,160,81.8 %,55.3 %,7.35,B+ (3.31),B (3.06)
"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (A),FA14,151,76,81.9 %,87.5 %,9.28,B (3.17),B (3.07)
"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (B),FA14,160,80,83.1 %,90.1 %,7.68,B (3.08),B (3.07)
"Graham, Ronald L",CSE 21 - Math/Algorithm&Systems Analys (A),FA14,195,89,97.5 %,97.5 %,4.9,B+ (3.60),B+ (3.47)
"Graham, Ronald L",CSE 21 - Math/Algorithm&Systems Analys (B),FA14,196,63,94.6 %,96.4 %,5.6,B+ (3.57),B+ (3.47)
"Graham, Ronald L",CSE 21 - Math/Algorithm&Systems Analys (D),FA14,77,31,96.7 %,96.7 %,6.5,B+ (3.45),B+ (3.47)
"Rubalcaba, Robert Ramon",CSE 20 - Intro/Discrete Mathematics (A),S114,65,39,97.4 %,97.4 %,6.82,A- (3.78),B+ (3.43)
"Chakraboty, Sourav",CSE 20 - Intro/Discrete Mathematics (A),SP14,155,73,84.7 %,50.0 %,4.24,B+ (3.57),B+ (3.42)
"Chakraboty, Sourav",CSE 20 - Intro/Discrete Mathematics (B),SP14,166,73,78.6 %,65.7 %,4.56,B+ (3.55),B+ (3.42)
"Rubalcaba, Robert Ramon",CSE 21 - Math/Algorithm&Systems Analys (A),SP14,197,89,97.7 %,95.4 %,5.83,A- (3.78),A- (3.83)
"Kahng, Andrew Byun",CSE 21 - Math/Algorithm&Systems Analys (B),SP14,182,81,90.8 %,89.5 %,6.05,B+ (3.45),B+ (3.47)
"Chakraboty, Sourav",CSE 20 - Intro/Discrete Mathematics (A),WI14,212,71,81.3 %,42.2 %,5,B+ (3.49),B+ (3.45)
"Chakraboty, Sourav",CSE 21 - Math/Algorithm&Systems Analys (A),WI14,193,85,79.7 %,46.8 %,5.76,B+ (3.42),B+ (3.42)
"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (A),FA13,195,67,86.2 %,95.4 %,5.88,B+ (3.40),B (3.06)
"Graham, Ronald L",CSE 21 - Math/Algorithm&Systems Analys (A),FA13,190,56,94.5 %,94.5 %,4.72,B+ (3.68),B+ (3.61)
"Minnes Kemp, Mor Mia",CSE 21 - Math/Algorithm&Systems Analys (B),FA13,182,71,93.0 %,100.0 %,5.09,B+ (3.53),B (3.23)
"Wang, Jianwu",CSE 21 - Math/Algorithm&Systems Analys (B),S213,75,17,66.7 %,60.0 %,9.5,B+ (3.43),B+ (3.32)
"Cicotti, Pietro",CSE 20 - Intro/Discrete Mathematics (A),S113,71,28,69.2 %,57.7 %,8.98,B (3.00),B- (2.72)
"Lee, Cynthia Bailey",CSE 20 - Intro/Discrete Mathematics (C),SP13,179,68,88.1 %,92.5 %,4.38,B (3.28),B- (2.92)
"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (D),SP13,182,59,87.9 %,87.9 %,5.45,B (3.04),B (3.05)
"Ord, Richard",CSE 21 - Math/Algorithm&Systems Analys (A),SP13,239,86,90.1 %,93.8 %,4.03,A- (3.83),B+ (3.36)
"Lovett, Shachar",CSE 20 - Intro/Discrete Mathematics (B),WI13,141,63,93.2 %,86.4 %,4.64,B+ (3.68),B (3.07)
"Lee, Cynthia Bailey",CSE 20 - Intro/Discrete Mathematics (C),WI13,143,74,93.1 %,93.1 %,4.89,B+ (3.59),B (3.09)
"Graham, Ronald L",CSE 21 - Math/Algorithm&Systems Analys (A),WI13,117,42,92.5 %,95.0 %,5.37,B+ (3.33),B+ (3.44)
"Graham, Ronald L",CSE 21 - Math/Algorithm&Systems Analys (B),WI13,110,44,93.2 %,95.5 %,5.85,B+ (3.33),B+ (3.44)
"Lee, Cynthia Bailey",CSE 20 - Intro/Discrete Mathematics (A),FA12,206,128,91.9 %,94.4 %,5.05,B+ (3.52),B- (2.74)
"Ord, Richard",CSE 21 - Math/Algorithm&Systems Analys (A),FA12,213,121,96.7 %,97.5 %,6.37,A- (3.76),B+ (3.57)
"Cheng, Chung Kuan",CSE 20 - Intro/Discrete Mathematics (A),SP12,150,49,71.4 %,61.2 %,6.66,B (3.00),B (3.16)
"Ord, Richard",CSE 21 - Math/Algorithm&Systems Analys (A),SP12,183,72,95.8 %,88.7 %,6.02,A- (3.79),B+ (3.46)
"Pasquale, Joseph",CSE 20 - Intro/Discrete Mathematics (A),WI12,199,75,81.4 %,86.1 %,5.88,B+ (3.30),B- (2.82)
"Graham, Ronald L",CSE 21 - Math/Algorithm&Systems Analys (A),WI12,129,41,87.8 %,95.1 %,5.52,B+ (3.55),B (3.30)
"Micciancio, Daniele",CSE 20 - Intro/Discrete Mathematics (A),FA11,147,62,78.7 %,49.2 %,6.66,B (3.08),C+ (2.48)
"Graham, Ronald L",CSE 21 - Math/Algorithm&Systems Analys (A),FA11,154,77,87.0 %,92.2 %,5.28,B+ (3.42),B+ (3.34)
"Ruvolo, Paul L",CSE 21 - Math/Algorithm&Systems Analys (A),S211,59,33,90.9 %,93.9 %,8.19,A- (3.74),B+ (3.70)
"Peng, Qian",CSE 20 - Intro/Discrete Mathematics (A),S111,53,22,68.2 %,59.1 %,10.59,B- (2.80),B- (2.74)
"Cheng, Chung Kuan",CSE 20 - Intro/Discrete Mathematics (A),SP11,144,59,75.9 %,46.6 %,5.6,B- (2.90),B (3.21)
"Graham, Ronald L",CSE 21 - Math/Algorithm&Systems Analys (A),SP11,96,40,95.0 %,90.0 %,6.7,B+ (3.68),B+ (3.54)
"Pasquale, Joseph",CSE 20 - Intro/Discrete Mathematics (A),WI11,112,54,73.6 %,83.0 %,6.69,B (3.06),C+ (2.50)
"Graham, Ronald L",CSE 21 - Math/Algorithm&Systems Analys (A),WI11,106,45,88.9 %,97.8 %,6.86,B+ (3.44),B+ (3.47)
"Micciancio, Daniele",CSE 20 - Intro/Discrete Mathematics (A),FA10,105,54,65.4 %,36.5 %,7.96,C+ (2.57),C+ (2.50)
"Ord, Richard",CSE 21 - Math/Algorithm&Systems Analys (A),FA10,151,85,91.7 %,98.8 %,4.69,A- (3.76),B+ (3.65)
"Peng, Qian",CSE 20 - Intro/Discrete Mathematics (A),SU10,44,17,50.0 %,75.0 %,9.63,B- (2.88),N/A
"Micciancio, Daniele",CSE 20 - Intro/Discrete Mathematics (A),SP10,99,47,53.2 %,51.1 %,5.72,B- (2.76),C (2.17)
"Ord, Richard",CSE 21 - Math/Algorithm&Systems Analys (A),SP10,142,69,85.3 %,98.5 %,6.12,B+ (3.36),B (3.22)
"Cheng, Chung Kuan",CSE 20 - Intro/Discrete Mathematics (A),WI10,115,53,75.5 %,45.3 %,4.15,B (3.20),B (3.22)
"Pasquale, Joseph",CSE 21 - Math/Algorithm&Systems Analys (A),WI10,112,59,84.7 %,96.6 %,4.67,B+ (3.45),B (3.13)
"Dahlstrom, Dana B.",CSE 20 - Intro/Discrete Mathematics (A),FA09,103,75,72.0 %,45.9 %,6.61,B- (2.94),C+ (2.66)
"Graham, Ronald L",CSE 21 - Math/Algorithm&Systems Analys (A),FA09,135,63,81.7 %,91.7 %,4.4,B (3.30),B- (2.91)
"Tong, Matthew Harrison",CSE 20 - Intro/Discrete Mathematics (A),SU09,41,18,66.7 %,83.3 %,10.61,B- (2.94),N/A
"Dahlstrom, Dana B.",CSE 21 - Math/Algorithm&Systems Analys (A),SU09,25,10,70.0 %,60.0 %,8.9,B (3.00),N/A
"Howden, William E.",CSE 20 - Intro/Discrete Mathematics (A),SP09,88,66,74.2 %,87.1 %,3.48,B (3.16),B- (2.75)
"Dahlstrom, Dana B.",CSE 21 - Math/Algorithm&Systems Analys (A),SP09,66,31,51.6 %,58.1 %,4.24,B- (2.97),C+ (2.53)
"Micciancio, Daniele",CSE 20 - Intro/Discrete Mathematics (A),WI09,87,26,69.2 %,69.2 %,4.27,B (3.19),C+ (2.36)
"Orlitsky, Alon",CSE 21 - Math/Algorithm&Systems Analys (A),WI09,49,37,89.2 %,56.8 %,5.96,B (3.06),C+ (2.65)
"Orlitsky, Alon",CSE 20 - Intro/Discrete Mathematics (A),FA08,56,49,61.2 %,46.9 %,6.91,B- (2.84),C+ (2.65)
"Graham, Ronald L",CSE 21 - Math/Algorithm&Systems Analys (A),FA08,75,44,85.4 %,95.2 %,3.64,B+ (3.49),B (3.27)
"Lee, Cynthia Bailey",CSE 20 - Intro/Discrete Mathematics (A),SU08,18,16,93.8 %,100.0 %,5.83,B (3.13),N/A
"Dahlstrom, Dana B.",CSE 21 - Math/Algorithm&Systems Analys (A),SU08,23,19,73.7 %,84.2 %,8.5,B (3.21),N/A
"Vardy, Alexander",CSE 20 - Intro/Discrete Mathematics (A),SP08,38,31,71.0 %,83.9 %,5.6,B- (2.81),C+ (2.60)
"Orlitsky, Alon",CSE 21 - Math/Algorithm&Systems Analys (A),SP08,18,15,60.0 %,80.0 %,7.7,B- (2.86),B- (2.71)
"Monteleoni, Claire",CSE 20 - Intro/Discrete Mathematics (A),WI08,67,59,77.2 %,77.2 %,4.33,B (3.14),C+ (2.67)
"Graham, Ronald L",CSE 21 - Math/Algorithm&Systems Analys (A),WI08,57,30,90.0 %,90.0 %,4.43,B+ (3.46),B+ (3.31)
"Orlitsky, Alon",CSE 20 - Intro/Discrete Mathematics (A),FA07,46,38,72.2 %,66.7 %,7.24,B- (2.94),C+ (2.42)
"Graham, Ronald L",CSE 21 - Math/Algorithm&Systems Analys (A),FA07,59,33,87.5 %,100.0 %,3.17,B+ (3.44),B (3.21)
"Cayton, Lawrence Allen",CSE 20 - Intro/Discrete Mathematics (A),SU07,30,27,84.6 %,96.2 %,5.81,B (3.08),N/A
"Rhodes, Neil Campbell",CSE 21 - Math/Algorithm&Systems Analys (A),SU07,21,20,85.0 %,95.0 %,6.1,B+ (3.40),N/A
"Cao, Yingjun",CSE 30 - Computer Organiz&Systms Progrm (A),S219,30,16,86.7 %,93.3 %,18.63,B (3.21),C+ (2.38)
"Alvarado, Christine J.",CSE 3 - Fluency/Information Technology (A),SP19,123,85,86.9 %,98.8 %,6.02,B+ (3.51),B+ (3.47)
"Zaitsev, Anna L",CSE 3 - Fluency/Information Technology (B),SP19,126,84,65.4 %,72.8 %,4.65,B+ (3.43),B (3.10)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),SP19,289,112,86.5 %,96.1 %,14.13,B (3.17),B- (2.90)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (B),SP19,204,85,86.4 %,92.5 %,13.88,B (3.16),B- (2.90)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),WI19,123,40,77.8 %,91.7 %,15.76,B (3.15),C+ (2.57)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (B),WI19,128,36,88.2 %,91.2 %,14.44,B (3.16),C+ (2.57)
"Zaitsev, Anna L",CSE 3 - Fluency/Information Technology (B),FA18,97,81,85.2 %,92.6 %,3.84,B+ (3.44),B+ (3.53)
"Cao, Yingjun",CSE 30 - Computer Organiz&Systms Progrm (A),FA18,156,103,81.0 %,84.8 %,14.12,B (3.08),C+ (2.65)
"Cao, Yingjun",CSE 30 - Computer Organiz&Systms Progrm (B),FA18,156,107,79.2 %,87.7 %,15.01,B- (2.74),C+ (2.65)
"Cao, Yingjun",CSE 30 - Computer Organiz&Systms Progrm (A),S218,31,10,90.0 %,100.0 %,16.1,B+ (3.50),B (3.03)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),SP18,121,46,76.2 %,50.0 %,4.73,B (3.21),B- (2.86)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (B),SP18,123,56,68.5 %,49.1 %,4.94,B+ (3.35),B- (2.86)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),SP18,192,68,81.3 %,78.1 %,14.56,B+ (3.34),B- (2.83)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (B),SP18,252,74,76.1 %,79.7 %,13.94,B (3.29),B- (2.83)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),WI18,134,72,87.0 %,69.1 %,4,B+ (3.37),B (3.08)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),WI18,126,64,80.0 %,83.1 %,14.04,B (3.00),C+ (2.62)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (B),WI18,121,60,85.5 %,83.3 %,15.19,B (3.19),C+ (2.62)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),FA17,88,39,78.4 %,63.9 %,4.61,B+ (3.56),B (3.05)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (B),FA17,85,30,72.4 %,55.2 %,4.29,B+ (3.38),B (3.05)
"Politz, Joseph Gibbs",CSE 30 - Computer Organiz&Systms Progrm (A),FA17,172,155,95.5 %,96.7 %,11.57,B+ (3.46),B (3.22)
"Politz, Joseph Gibbs",CSE 30 - Computer Organiz&Systms Progrm (B),FA17,173,139,97.1 %,97.8 %,11.18,B+ (3.44),B (3.22)
"Cao, Yingjun",CSE 30 - Computer Organiz&Systms Progrm (A),S217,62,37,97.3 %,100.0 %,12.66,B+ (3.66),N/A
"Eldon, John",CSE 30 - Computer Organiz&Systms Progrm (A),S117,81,21,73.7 %,78.9 %,10.8,B+ (3.47),B (3.26)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),SP17,160,63,86.7 %,70.0 %,3.82,B+ (3.45),B (3.03)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (B),SP17,157,56,83.3 %,68.5 %,3.97,B+ (3.55),B (3.03)
"Cao, Yingjun",CSE 30 - Computer Organiz&Systms Progrm (A),SP17,106,31,76.7 %,90.0 %,13.93,B+ (3.32),C+ (2.66)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (B),SP17,191,57,90.6 %,98.1 %,13.88,B+ (3.55),B- (2.88)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (C),SP17,103,33,96.9 %,96.9 %,11.31,B+ (3.68),B- (2.88)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),WI17,149,65,85.5 %,67.7 %,3.66,B+ (3.65),B (3.30)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),WI17,266,97,90.8 %,83.9 %,13.2,B (3.23),B- (2.81)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (B),WI17,108,38,91.7 %,91.7 %,12.74,B (3.22),B- (2.81)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),FA16,185,89,94.1 %,70.6 %,3.83,B+ (3.54),B (3.28)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (B),FA16,183,97,91.6 %,84.2 %,3.7,B+ (3.60),B (3.28)
"Mirza, Diba",CSE 30 - Computer Organiz&Systms Progrm (B),FA16,133,52,94.0 %,94.0 %,10.42,B (3.24),B (3.16)
"Mirza, Diba",CSE 30 - Computer Organiz&Systms Progrm (C),FA16,183,85,95.1 %,85.2 %,10.33,B (3.28),B (3.16)
"Cao, Yingjun",CSE 30 - Computer Organiz&Systms Progrm (A),S116,70,58,100.0 %,93.1 %,11.43,B+ (3.69),B+ (3.40)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),SP16,134,50,85.7 %,77.6 %,4.29,B+ (3.52),B (3.21)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (B),SP16,149,51,93.8 %,75.0 %,3.33,B+ (3.66),B (3.21)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),SP16,98,47,95.5 %,86.4 %,11.86,B+ (3.58),B (3.14)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (C),SP16,359,152,88.3 %,91.0 %,12.9,B+ (3.48),B (3.14)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),WI16,172,86,91.4 %,72.8 %,4.18,B+ (3.62),B (3.21)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),WI16,92,42,92.1 %,89.5 %,14.61,B (3.22),B- (2.93)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (C),WI16,166,60,94.7 %,93.0 %,13.86,B+ (3.40),B- (2.93)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),FA15,162,65,91.9 %,71.0 %,4.07,B+ (3.61),B+ (3.31)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (B),FA15,109,56,87.8 %,81.6 %,3.64,B+ (3.66),B+ (3.31)
"Mirza, Diba",CSE 30 - Computer Organiz&Systms Progrm (A),FA15,150,110,96.2 %,94.3 %,10.16,B+ (3.37),B- (2.99)
"Mirza, Diba",CSE 30 - Computer Organiz&Systms Progrm (B),FA15,178,118,91.5 %,91.5 %,10.74,B (3.26),B- (2.99)
"Mirza, Diba",CSE 30 - Computer Organiz&Systms Progrm (C),FA15,130,91,94.5 %,95.6 %,9.33,B (3.30),B- (2.99)
"Frankie, Tasha Christine",CSE 3 - Fluency/Information Technology (A),S115,22,10,90.0 %,90.0 %,5.83,A- (3.78),A- (3.72)
"Mirza, Diba",CSE 30 - Computer Organiz&Systms Progrm (A),S115,50,36,97.2 %,97.2 %,9.67,B+ (3.33),B- (2.99)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),SP15,132,51,89.8 %,71.4 %,3.75,B+ (3.43),B (3.09)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (B),SP15,124,42,87.5 %,62.5 %,4.29,B+ (3.44),B (3.09)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),SP15,161,77,100.0 %,100.0 %,11.04,B+ (3.50),B (3.09)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (B),SP15,160,72,92.6 %,95.6 %,10.38,B+ (3.53),B (3.09)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),WI15,191,75,77.5 %,54.9 %,3.37,B+ (3.49),B+ (3.44)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),WI15,173,64,96.6 %,98.3 %,11.64,B+ (3.44),B (3.17)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (B),WI15,125,53,93.6 %,93.6 %,11.35,B+ (3.62),B (3.17)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),FA14,159,70,86.9 %,80.3 %,3.91,B+ (3.43),B+ (3.44)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (B),FA14,160,70,85.7 %,69.8 %,4.37,B+ (3.54),B+ (3.44)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),FA14,112,44,89.7 %,94.9 %,12.86,B+ (3.32),B (3.08)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (B),FA14,135,48,85.0 %,82.5 %,13.55,B (3.30),B (3.08)
"Mirza, Diba",CSE 30 - Computer Organiz&Systms Progrm (B),S214,49,22,95.5 %,100.0 %,10.4,B (3.24),B- (2.99)
"Frankie, Tasha Christine",CSE 3 - Fluency/Information Technology (A),S114,19,7,100.0 %,85.7 %,5.93,A- (3.80),N/A
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),SP14,127,45,86.0 %,72.1 %,3.96,B+ (3.59),B+ (3.36)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (B),SP14,132,54,88.2 %,70.6 %,3.78,B+ (3.64),B+ (3.36)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),SP14,169,63,94.8 %,93.1 %,12.54,B+ (3.41),B (3.26)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (B),SP14,137,47,95.6 %,97.8 %,11.34,B+ (3.61),B (3.26)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),WI14,179,74,77.8 %,54.2 %,3.75,B+ (3.61),B+ (3.46)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),WI14,174,59,96.5 %,98.2 %,12.85,B (3.25),B- (2.90)
"Mirza, Diba",CSE 30 - Computer Organiz&Systms Progrm (C),WI14,68,59,94.7 %,89.5 %,8.99,B (3.24),B (3.13)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),FA13,185,131,85.9 %,75.8 %,4.18,B+ (3.53),B+ (3.34)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (B),FA13,175,121,86.3 %,55.6 %,4.21,B+ (3.52),B+ (3.34)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),FA13,124,47,93.5 %,95.7 %,13.03,B+ (3.33),B- (2.91)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (B),FA13,183,54,83.0 %,94.3 %,11.41,B+ (3.32),B- (2.91)
"Mirza, Diba",CSE 30 - Computer Organiz&Systms Progrm (B),S213,31,7,85.7 %,71.4 %,11.64,A- (3.71),B (3.26)
"Frankie, Tasha Christine",CSE 3 - Fluency/Information Technology (A),S113,28,13,100.0 %,100.0 %,6.67,B+ (3.55),B (3.18)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),SP13,158,55,74.5 %,60.0 %,3.94,B+ (3.50),B (3.17)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (B),SP13,188,59,89.7 %,74.1 %,3.26,B+ (3.67),B (3.17)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),SP13,194,40,89.7 %,94.9 %,11.97,B+ (3.43),C+ (2.70)
"Simon, Elizabeth A",CSE 3 - Fluency/Information Technology (A),WI13,199,107,86.8 %,91.5 %,3.72,A- (3.73),B+ (3.51)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),WI13,179,62,95.0 %,98.3 %,12.47,B (3.29),B- (2.92)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),FA12,187,79,94.4 %,79.2 %,3.32,A- (3.82),B+ (3.53)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (B),FA12,185,88,93.6 %,88.5 %,3.04,A- (3.73),B+ (3.53)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),FA12,169,99,93.8 %,97.9 %,12.25,B+ (3.59),B (3.03)
"Bales, Elizabeth S.",CSE 3 - Fluency/Information Technology (A),S112,37,14,78.6 %,100.0 %,7.36,A- (3.79),B+ (3.63)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),SP12,177,75,90.7 %,85.3 %,3.93,A- (3.72),B+ (3.51)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),SP12,121,55,92.5 %,92.3 %,14.27,B (3.06),C+ (2.69)
"Simon, Elizabeth A",CSE 3 - Fluency/Information Technology (A),WI12,124,73,73.6 %,95.9 %,4.61,B+ (3.35),B+ (3.51)
"Simon, Elizabeth A",CSE 3 - Fluency/Information Technology (B),WI12,89,49,89.6 %,100.0 %,4.5,A- (3.71),B+ (3.51)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),WI12,121,45,91.1 %,95.5 %,12.77,B (3.18),C+ (2.67)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),FA11,202,100,89.8 %,86.7 %,3.94,B+ (3.68),B+ (3.64)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (B),FA11,147,80,83.5 %,75.9 %,3.08,B+ (3.64),B+ (3.64)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),FA11,138,66,93.9 %,95.5 %,12.17,B+ (3.42),B (3.11)
